document,comment_id,type,start,end,comment,flausch,translated,id
NDY-003,501,compliment,0,77,besser als Dieter Bohlen oder Justin Bieber ( ? ) seit ihr auf alle fälle ...,yes,better than Dieter Bohlen or Justin Bieber (?) since you've been on all cases ...,NDY-003_501
NDY-003,505,compliment,0,17,ich find euch gut,yes,I love you guys,NDY-003_505
NDY-003,507,positive feedback,26,34,Ich fühl mich angesproche * - * x3,yes,I feel like I'm trying * - * x3,NDY-003_507
NDY-003,508,compliment,128,154,Althaa alle die hier scheißß kommentare abgeben solln sich erstmal traun auch ein lied ( selbstgesungen ) hier reinzutellen und 2 sie die voll gut jaa !!! und der linke ist voll süüß xD,yes,Althaa all the here shitty comments should first traun also a song (self-songs ) here to tingle and 2 they the fully good jaa !!! and the left is full sweet xD,NDY-003_508
NDY-003,508,affection declaration,159,185,Althaa alle die hier scheißß kommentare abgeben solln sich erstmal traun auch ein lied ( selbstgesungen ) hier reinzutellen und 2 sie die voll gut jaa !!! und der linke ist voll süüß xD,yes,Althaa all the here shitty comments should first traun also a song (self-songs ) here to tingle and 2 they the fully good jaa !!! and the left is full sweet xD,NDY-003_508
NDY-003,509,positive feedback,34,57,"Gesang ist nicht supertoll , aber klingt nich schlecht ;) Nur solltet ihr vllt. ein bisschen mehr auf eure Aussprache achten : ' Isch ' usw. . Aber ansonsten gefällt's mir",yes,"Singing is not great , but doesn't sound bad ;) Just you should pay more attention to your pronunciation : ' Isch ' etc . But otherwise I like it",NDY-003_509
NDY-003,520,affection declaration,0,12,ihr seit süß . Wo wohnt ihr eigentlich ? seit ihr auf facebook ? also ein normales profil .,yes,you since cute. Where do you live? since you are on facebook? so a normal profile.,NDY-003_520
NDY-003,521,compliment,0,14,Gut gemacht ;) aber ich krieg einfach ein Lachkrampf wenn ich euch sehe :D,yes,Well done ;) but I just get a laugh cramp when I see you :D,NDY-003_521
NDY-003,524,positive feedback,53,69,"Ich weiß ja nicht wieso es andere nicht mögen , aber ich liebe es ; I",yes,"I don't know why others don't like it, but I love it; I",NDY-003_524
NDY-003,529,positive feedback,137,168,"Also , es ist nicht editier o.O aber ganz egal . es ist nicht gerade das beste was ich je gehört hab aber auch nicht soo schlecht . aber irgendwie doch wohl niedlich :)",yes,"So, it's not editer o.o but it doesn't matter. it's not exactly the best thing I've ever heard but also not soo bad. but somehow nevertheless probably cute :)",NDY-003_529
NDY-003,530,compliment,0,19,1. Ihr seht gut aus 2. Ihr könnt singen 3. Roman sieht einbisschen besser aus aber beide sehen gut aus xD,yes,1. You look good 2. You can sing 3. Roman looks a bit better but both look good xD,NDY-003_530
NDY-003,530,compliment,20,39,1. Ihr seht gut aus 2. Ihr könnt singen 3. Roman sieht einbisschen besser aus aber beide sehen gut aus xD,yes,1. You look good 2. You can sing 3. Roman looks a bit better but both look good xD,NDY-003_530
NDY-003,530,compliment,83,102,1. Ihr seht gut aus 2. Ihr könnt singen 3. Roman sieht einbisschen besser aus aber beide sehen gut aus xD,yes,1. You look good 2. You can sing 3. Roman looks a bit better but both look good xD,NDY-003_530
NDY-003,536,positive feedback,0,9,voll geil,yes,Full horny,NDY-003_536
NDY-003,537,positive feedback,0,66,find ich sogar besser als das original 3 3 3 3 3 3 3 3 3 3 3 3 3 3,yes,even better than the original 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,NDY-003_537
NDY-003,540,affection declaration,0,28,eig ganz knuffig die zwei ^^ aber ... das sind so sachen die einem mit 30 dan sehr sehr peinlich sind wenn sie dan auf der arbeit von nem kollegen im wirren des netzes gefunden werden ;) aber .. macht trotzdem weiter,yes,The two ^^ but ... these are things that are very embarrassing to one with 30 dan when they are found on the work of a colleague in the confusion of the net ;) but .. continues anyway,NDY-003_540
NDY-003,540,encouragement,195,216,eig ganz knuffig die zwei ^^ aber ... das sind so sachen die einem mit 30 dan sehr sehr peinlich sind wenn sie dan auf der arbeit von nem kollegen im wirren des netzes gefunden werden ;) aber .. macht trotzdem weiter,yes,The two ^^ but ... these are things that are very embarrassing to one with 30 dan when they are found on the work of a colleague in the confusion of the net ;) but .. continues anyway,NDY-003_540
NDY-003,541,positive feedback,0,27,Irgendwie ist das ja süß :),yes,Somehow that's sweet :),NDY-003_541
NDY-003,544,positive feedback,0,24,meeein goott süüss * - *,yes,meeein goott sweet * - *,NDY-003_544
NDY-003,545,encouragement,79,101,beachtet die dummen kommentare nicht ! diese leute sind humorlos und spießig ! macht weiter so ! :DDD,yes,don't pay attention to the stupid commentaries ! these people are humorless and spitty ! continues like this ! :DDD,NDY-003_545
NDY-003,548,implicit,70,112,"also ich find es eigentlich voll in ordung , was die anderen haben ey so ein video zu machen ist nicht ganz ohne und singen können sie auch also was habt ihr dann noch ?? daumen hoch :D",yes,"So I think it's actually full of ordnance, what the others have to do with such a video isn't quite without and can you also sing so what do you have then?? daumen high:D",NDY-003_548
NDY-003,548,compliment,117,139,"also ich find es eigentlich voll in ordung , was die anderen haben ey so ein video zu machen ist nicht ganz ohne und singen können sie auch also was habt ihr dann noch ?? daumen hoch :D",yes,"So I think it's actually full of ordnance, what the others have to do with such a video isn't quite without and can you also sing so what do you have then?? daumen high:D",NDY-003_548
NDY-003,548,positive feedback,171,185,"also ich find es eigentlich voll in ordung , was die anderen haben ey so ein video zu machen ist nicht ganz ohne und singen können sie auch also was habt ihr dann noch ?? daumen hoch :D",yes,"So I think it's actually full of ordnance, what the others have to do with such a video isn't quite without and can you also sing so what do you have then?? daumen high:D",NDY-003_548
NDY-003,549,positive feedback,0,29,ich find das echt voll coolXD daumen hoch ^^ !!!!!!,yes,I find that really coolXD thumbing up ^^ !!!!!!,NDY-003_549
NDY-003,549,positive feedback,30,51,ich find das echt voll coolXD daumen hoch ^^ !!!!!!,yes,I find that really coolXD thumbing up ^^ !!!!!!,NDY-003_549
NDY-003,550,positive feedback,0,8,voll süß,yes,Full sweet,NDY-003_550
NDY-003,551,compliment,0,28,"Also ich finde euch guut ( : hört nicht drauf , was die anderen über euch saaagen ( ; - macht weiter so .. ♥",yes,So I find you guut ( : don't listen to what the others say about you ( ; - keep doing so .. ♥,NDY-003_551
NDY-003,551,encouragement,88,108,"Also ich finde euch guut ( : hört nicht drauf , was die anderen über euch saaagen ( ; - macht weiter so .. ♥",yes,So I find you guut ( : don't listen to what the others say about you ( ; - keep doing so .. ♥,NDY-003_551
NDY-003,552,positive feedback,0,35,so schlecht ist es jetzt auch ned ! lasst doch die jungs inruhe ^^ ist zwar ned grad das beste aber auch ned grad das schlechteste !,yes,so bad it is now also ned ! let the young rest ^^ is though ned grad the best but also ned grad the worst !,NDY-003_552
NDY-003,557,encouragement,0,45,die sollten mal ein eigenes lied aufnehmen :D,yes,they should record their own song :D,NDY-003_557
NDY-003,558,implicit,0,58,Wieso macht ihr nicht bei dsds oder bein supertalent mit ? ihr seit sooooo gut,yes,Why don't you do super talented at dsds or bein ? you've been sooooo good,NDY-003_558
NDY-003,558,compliment,59,78,Wieso macht ihr nicht bei dsds oder bein supertalent mit ? ihr seit sooooo gut,yes,Why don't you do super talented at dsds or bein ? you've been sooooo good,NDY-003_558
NDY-003,560,positive feedback,0,16,ich finds gut :) saubere arbeit,yes,I like :) clean work,NDY-003_560
NDY-003,560,positive feedback,17,31,ich finds gut :) saubere arbeit,yes,I like :) clean work,NDY-003_560
NDY-003,564,compliment,0,29,bor ey voll geil we ihr singt ich hör mir das jeden Tag an mein freund wird schon neidisch,yes,bor ey full horny we her sings I hear that every day my boyfriend gets jealous,NDY-003_564
NDY-003,564,positive feedback,30,58,bor ey voll geil we ihr singt ich hör mir das jeden Tag an mein freund wird schon neidisch,yes,bor ey full horny we her sings I hear that every day my boyfriend gets jealous,NDY-003_564
NDY-003,565,affection declaration,25,46,ihr seid russen oder ach ihr seid einfach cool,yes,you're rusting or oh you're just cool,NDY-003_565
NDY-003,566,compliment,0,46,Wow eure Stimme hat sich so viel Verbessert =D,yes,Wow your voice has improved so much =D,NDY-003_566
NDY-003,572,agreement,18,41,@IngaMagWeissbrot Da geb ich dir recht !! Ich finde die beiden echt Super echt muttig sowas zumachen das soll diese Jessy Jeffify erst mal nachmachen !,yes,@IngaMagWeissbrot I agree with you !! I find the two really super really mute to make that this Jessy Jeffify should do first!,NDY-003_572
NDY-003,572,compliment,42,100,@IngaMagWeissbrot Da geb ich dir recht !! Ich finde die beiden echt Super echt muttig sowas zumachen das soll diese Jessy Jeffify erst mal nachmachen !,yes,@IngaMagWeissbrot I agree with you !! I find the two really super really mute to make that this Jessy Jeffify should do first!,NDY-003_572
NDY-003,576,positive feedback,0,8,Geil ! 3,yes,That's great! 3,NDY-003_576
NDY-003,578,positive feedback,0,32,also ich fands richtig geil !!!! ihr solltet wirklich bei dsds kids mitmachen ihr hättet da denke ma ne echte chance !! naja wie gesagt ... ich finds geil !!! werd euch weiter empfehlen !!! macht weiter so !!! :-D : - ]: - ),yes,so I found it really cool !!!! you really should be part of dsds kids you would have thought ma ne real chance !! well as I said ... i find cool !!! will recommend you !!! keep doing so !!! :-D : - ]: - ),NDY-003_578
NDY-003,578,encouragement,33,119,also ich fands richtig geil !!!! ihr solltet wirklich bei dsds kids mitmachen ihr hättet da denke ma ne echte chance !! naja wie gesagt ... ich finds geil !!! werd euch weiter empfehlen !!! macht weiter so !!! :-D : - ]: - ),yes,so I found it really cool !!!! you really should be part of dsds kids you would have thought ma ne real chance !! well as I said ... i find cool !!! will recommend you !!! keep doing so !!! :-D : - ]: - ),NDY-003_578
NDY-003,578,positive feedback,140,158,also ich fands richtig geil !!!! ihr solltet wirklich bei dsds kids mitmachen ihr hättet da denke ma ne echte chance !! naja wie gesagt ... ich finds geil !!! werd euch weiter empfehlen !!! macht weiter so !!! :-D : - ]: - ),yes,so I found it really cool !!!! you really should be part of dsds kids you would have thought ma ne real chance !! well as I said ... i find cool !!! will recommend you !!! keep doing so !!! :-D : - ]: - ),NDY-003_578
NDY-003,578,positive feedback,159,189,also ich fands richtig geil !!!! ihr solltet wirklich bei dsds kids mitmachen ihr hättet da denke ma ne echte chance !! naja wie gesagt ... ich finds geil !!! werd euch weiter empfehlen !!! macht weiter so !!! :-D : - ]: - ),yes,so I found it really cool !!!! you really should be part of dsds kids you would have thought ma ne real chance !! well as I said ... i find cool !!! will recommend you !!! keep doing so !!! :-D : - ]: - ),NDY-003_578
NDY-003,578,encouragement,190,224,also ich fands richtig geil !!!! ihr solltet wirklich bei dsds kids mitmachen ihr hättet da denke ma ne echte chance !! naja wie gesagt ... ich finds geil !!! werd euch weiter empfehlen !!! macht weiter so !!! :-D : - ]: - ),yes,so I found it really cool !!!! you really should be part of dsds kids you would have thought ma ne real chance !! well as I said ... i find cool !!! will recommend you !!! keep doing so !!! :-D : - ]: - ),NDY-003_578
NDY-003,581,positive feedback,0,12,Suuper Gut ♥ ich Liiebees :)) Macht Weiter So :),yes,Suuper Good ♥ I Liiebees :)) Makes Continue So :),NDY-003_581
NDY-003,581,positive feedback,13,29,Suuper Gut ♥ ich Liiebees :)) Macht Weiter So :),yes,Suuper Good ♥ I Liiebees :)) Makes Continue So :),NDY-003_581
NDY-003,581,encouragement,30,48,Suuper Gut ♥ ich Liiebees :)) Macht Weiter So :),yes,Suuper Good ♥ I Liiebees :)) Makes Continue So :),NDY-003_581
NDY-003,590,positive feedback,0,22,COOL es hat style 3 :D,yes,COOL it has style 3 :D,NDY-003_590
NDY-003,592,compliment,41,65,Roman hat bei Kiddy Contest gewonnen ;)) und beide soo hüpsch ♥ ♥ und können soo toll singen und soo geile viedeos ♥,yes,Roman has won at Kiddy Contest ;)) and both soo hoppy ♥ ♥ and can sing soo great and soo horny viedeos ♥,NDY-003_592
NDY-003,592,compliment,66,92,Roman hat bei Kiddy Contest gewonnen ;)) und beide soo hüpsch ♥ ♥ und können soo toll singen und soo geile viedeos ♥,yes,Roman has won at Kiddy Contest ;)) and both soo hoppy ♥ ♥ and can sing soo great and soo horny viedeos ♥,NDY-003_592
NDY-003,592,positive feedback,93,116,Roman hat bei Kiddy Contest gewonnen ;)) und beide soo hüpsch ♥ ♥ und können soo toll singen und soo geile viedeos ♥,yes,Roman has won at Kiddy Contest ;)) and both soo hoppy ♥ ♥ and can sing soo great and soo horny viedeos ♥,NDY-003_592
NDY-003,593,positive feedback,0,9,kraaaaass,yes,kraaaaaass,NDY-003_593
NDY-003,594,compliment,10,50,hey jungs echt mega geil gesungen echt voll toll 3,yes,Hey guys really mega horny sung really great 3,NDY-003_594
NDY-003,599,compliment,38,54,ich würs mal mit übersetzen lassen .. ihr singt so gut .. aber auf deutsch hören sich die lieder i - wie komisch an .. Jeder kennt sie auf englisch ... Aber ihr könntet trotzdem englische lieder auf englisch covern ? :D 3,yes,I would let you translate with .. you sing so well .. but in German the songs i - how funny.. Everyone knows them in English ... But you could still cover English songs in English ? :D 3,NDY-003_599
