phrase,label
muss zugeben besser als alexibexi :O,not
super video !,positive feedback
Ohhhhhhhh bist du süß <b> . </b> einfach nur Zucker ♥ ♥ ♥,affection declaration
Erstes Video,not
😍 😍,positive feedback
stattlicher Mann geworden 😏,affection declaration
Das Video war wirklich sehr hilfreich !,positive feedback
Denn ich habe total mit diesen miesen pickeln zu kämpfen :/,not
:-D,positive feedback
ich liebe euch 💖,affection declaration
So schönes Video 😍 ❤️,positive feedback
man kann dir die Ausdrücke richtig gut abnehmen und so eine Art von Videos passen einfach zu dir !,positive feedback
Weiter so 👍,encouragement
hab eine Frage singst du das selber ?,not
NICE,positive feedback
Wieder mega geiles Video !,positive feedback
#proudtobealochinator ❤,group membership
Das video ist echt richtig gut,positive feedback
ich finde es toll das du uns auch die tipps von anderen leuten zeigst,positive feedback
durch diese vielfalt an tipps ist es viel einfacher das fiese problem mit den pickeln zu lösen,positive feedback
Danke dafür 3,gratitude
mega geil 😍 👌,positive feedback
Roman du bist so süß 😍,affection declaration
Ich bin 12 und heise franzi,not
ich bin euer kroster fen,group membership
war auch schon auf ein konzert,positive feedback
Ihr seid die besten yutuber der Welt,affection declaration
Ich liebe euch,affection declaration
alles was ihr schreibt is sooooooooooooooo geil 😎,positive feedback
heiko bei dem mir singst du voll hoch aber,not
ihr seid die besten,affection declaration
"Ich hab so sehr auf das Video geachtet , also was dort passiert , das ich erst gar nicht gemerkt habe , das du das Lied gecovert hast . xD Aber",not
wirklich echt tolles Video,positive feedback
",",not
es bringt irgendwie auch zum nachdenken und ist echt eine Art von Kunst,positive feedback
",",not
wirklich wunderschön . :),positive feedback
ihr seit voll Cool,affection declaration
"von Niki , soni und geri",not
Ganz einfach,not
sie machen gute songs,compliment
",",not
sie könn geil sing,compliment
und wenn die das nie gefällt musst du dir das och nie angucken PS : dein dummes Kommentar kannste dir sparen,not
alter das ist cool,positive feedback
Was ist los,not
die lochis sind cool,affection declaration
Du bist so eine Schönheit ♥ 😍 😭,compliment
"Und deine Videos sind nicht so gekünstelt ... deine Videos sind Kunst , sie sind die Kunst in perfektion",positive feedback
.,not
Du kannst die Musik mit Bildersprache perfekt interpretieren,compliment
. ..,not
Du bist einfach etwas besonderes nicht so ein 0815 Youtuber sondern einmalig wunderbar 😍 😭 💗,affection declaration
+ Luna Darko,not
"Richtig schönes Video , liebe das Lied ❤",positive feedback
"Luna , ich finde du bist eine einzigartige youtuberin",affection declaration
.,not
Du machst einfach so andere Videos und das finde ich auch gut,compliment
.,not
Bei deinen Videos kann ich sogar immer ganz zuhören wenn du mal wieder so ein labervideo machst,positive feedback
.,not
"Ich liebe aber auch die Videos , wo du einfach das machst was du fühlst 💕",positive feedback
du bist eine meiner Lieblings You Tuberinnen ❤,affection declaration
Einfach nur wow <b> - </b> 💕 💕,positive feedback
so much love to you luna !,affection declaration
omg cool,positive feedback
+ Jack Le,not
schöne Videos Jack,positive feedback
ihr singt eig ganz gut,compliment
aber der titel passt nicht zu euch,not
lolllllllllllllll,ambiguous
vielleicht (,not
ferdamt ich lieb sie so,affection declaration
) kp war nur ein tipp HIHI PS BITTE ZURÜCK SCHREIBEN,not
SUPER LIED ♥ ♥ ♡ ♥ ♡,positive feedback
😂,ambiguous
#,not
ir seit die besten der welt,affection declaration
Hast du abgenommen ????,not
siehst sehr sehr schlank aus !! :),compliment
Trage beim schlafen eigentlich meist einen Pulli und ne kurze Hose,not
Wie kommt ihr den immer auf solche tollen Texte,compliment
Respekt ❤️ ❤️,compliment
Du bist einfach so UNGLAUBLICH Schön . 3,compliment
"Ich bin begeistert , weil Du Deine Gefühle und Emotionen ausdrücken kannst und dafür bin Ich Dir sehr dankbar",gratitude
,not
"Ich bin begeistert , weil Du Deine Gefühle und Emotionen ausdrücken kannst",compliment
und dafür bin Ich Dir sehr dankbar .,not
DANKE . ! :*,gratitude
"voll schön , gute idee ;)",positive feedback
geil,positive feedback
das kam so traurig rüber - das nahm einen echt mit,sympathy
"hoffe natürlich auch , dass das keinen ernsten Hintergrund hat",sympathy
die Lochis .,not
ihr seit so Cool und Sweet,affection declaration
Voll cool,positive feedback
ihr seid die besten,affection declaration
macht ihr mal eine Parodie zu Lieblings-Mensch . Biiiiiiiiiiiittttttteeeee,not
"kannst du bitte mal was über die designerpuppe sagen , die da immer im hintergrund steht ?",not
die ist nämlich ziemlich cool ;),positive feedback
Du bist soooo schön * o *,compliment
Super Idee mit der Community,positive feedback
.. haha ... warum ? einfach ma daruum ;) alles coole .. :*,not
"Respekt für die , die was eingeschickt haben :D",compliment
sehr gutes Video mit vielen tollen Tipps :D,positive feedback
Deine Videos sind echt toll ! Sie sind hilfreich und unterhaltend,positive feedback
.,not
"Ich finde es echt bewundernswert , dass du auf dem Boden geblieben bist und die Community oft / immer mit einbeziehst !",compliment
* Daumen nach oben *,positive feedback
also,not
ich mag daniela katzenberger ! :),affection declaration
<b>,not
bestes Lied,positive feedback
.,not
Geil gemacht,compliment
weiter so,encouragement
</b>,not
wie süß :),positive feedback
omg jöööööööööööööööööööööö soooooo süssssss :D 3,positive feedback
Das ist so ein unfassbar tolles Video 💞,positive feedback
wirklich einer der besten die es auf YouTube gibt !,positive feedback
Der mit dem weißen ist süß,affection declaration
wann kommen wieder WKA Videos ??,implicit
süß :D ( :,positive feedback
Ich finde das Video total gelungen :),positive feedback
die Lochs sind einfach nur cool,affection declaration
mega geile,positive feedback
könnt ihr mal fun parodieren bitte,not
echtmal jeder der sagt das die schlecht sind einfach nur eifersüchtig weil sie können es nicht besser vvlt ist der text nicht ganz richtig aber,not
es hört sich gut an,positive feedback
ok jeden ton treffen sie nich immer,not
+ Die Lochis,not
ich liebe es,positive feedback
anna Personke,not
jaaa 😍,agreement
die sind voll süß 💖 💖,affection declaration
dieses lied ist besser als as originale 3,positive feedback
Deine Stimme ist wunderschön 😻,compliment
Also einmal :,not
deine Frisur in dem Video ist hammer :),compliment
und,not
dann zum Video das war eine tolle Idee,positive feedback
ich hab das auch nich nie bei anderen You Tubern gesehen .,not
Also ich finde das Video super,positive feedback
und ich würde mich auch total freuen wenn ich ein vichi-paket gewinnen würde da ich auch immer noch für ein Produkt Suche was hilft . ;),not
Yeah Frankfurt . 😍 🇩🇪,positive feedback
Voll schüchtern aber trotzdem sehr gut ! :),compliment
coole Parodie 🎲,positive feedback
Daumen hoch 👍,positive feedback
ihr seit cool,affection declaration
Krasse Umsetzung,compliment
..,not
Gut gemacht Luna,compliment
wundervolle luna,affection declaration
",",not
wundervolles video . 3,positive feedback
Ich heiße Emillie und bin 9 jahre alt bitte parodiert boss Hoss dont gimme that bitte,not
ich bin süchtig nach euren parodirten songs,positive feedback
Roman Heiko ihr seit die besten ! ;-) :-D :-D :-D :-D =-O =-O =-O,affection declaration
WOW bist in diesem Video total hübsch,compliment
...,not
ich mag dich echt :)),affection declaration
Haha cooll,positive feedback
Solche videos öfters :-),encouragement
Ist gut geworden ;),positive feedback
ich liebe euch,affection declaration
Die lochis 🖒,affection declaration
Ich brauche 2 min im bad und wenn heiko dran ist mit gefimt werden diese musik :D 😂,not
❤,positive feedback
hi Heiko ist süß,affection declaration
voll cool,positive feedback
"Huhu , Da mach ich doch gerne mal mit :D",not
"Ein sehr gelungenes Video , so etwas sollte es öfter geben :)",positive feedback
Oder Videos mit deinen Bruder . Alles Liebe und,not
mach weiter so !! :),encouragement
Es bringt einfach Spaß deine Videos anzuschauen,positive feedback
und,not
es ist toll das du so für uns da bist !!!,positive feedback
Alles Liebe und einen schönen Sonntag wünschst dir Jenny,not
:*,positive feedback
"Ich finde es richtig lobenswert und toll , dass du diese einzelnen Videos zu einem gemacht hast",compliment
.,not
Wirklich gute Tipps !,positive feedback
Bei mir liegt das Pickel Problem in der Familie . Meine große Schwester hatte immer sehr viele . So wie ich ( was mit dem Alter aber immer weniger wird . ) Und nun hat meine kleine Schwester total damit zu kämpfen . Sogar mein Freund hat große Probleme mit Akne .,not
"Danke für das Video , daaruum ! :-)",gratitude
p. s. : Wie viele andere würde auch ich mich über ein Tutorial von Frisur und Make up freuen .,not
OMGbestes David Guetta song der,positive feedback
ich liebe euch,affection declaration
ihr seid sooo süß,affection declaration
:),positive feedback
Echt wunderschön hast du es gesungen und wie du das mit den Effekten bearbeitet hast,compliment
.,not
Einfach toll !,positive feedback
Was hast du eig mit deinem Bein gemacht ? 😳 das ist ein echt großer Fleck ! 😄,not
"hoffentlich machst du mal öfter solche Videos , das würde mich echt freuen ! ☺️ ❤️",encouragement
1.24 omg . dieser blick . <b> inlove </b>,affection declaration
+ DieLochis,not
Hammer Video geworden,positive feedback
",",not
ihr werdet immer besser ! :),compliment
Als du die Farbe vom Spiegelbild weggewischt hast musste ich weinen 😭,positive feedback
Ein wunderschönes Video 💓,positive feedback
megaa nice,positive feedback
Ich liebe euch 😋,affection declaration
Ich würde am liebsten jedem Vidoe ein da um nach oben geben 👍,positive feedback
Ich hab das Buch zweimal gelesen und mag es eigentlich sehr gerne,positive feedback
"sprich : Ich musste beim lesen häufig lachen , was ja schonmal ein sehr guter Anfang ist :) .",not
geil,positive feedback
"Wow , ihr seid gut ;)",compliment
coollllllllllllll,positive feedback
+ Celine Hoffheinz man nicht aufregen,not
ich liebe sie ja auch,affection declaration
von außen meint man vielleicht sie wären Geld geil aber wenn sie ihre Fans nicht lieben würden warum sollten sie dann auf Tour gehen etc.,not
Geil,positive feedback
nice nice nice,positive feedback
Sehr tolles Video !,positive feedback
Woher sind deine Wimpern ? :),not
Heiko hat mal gezeigt das er richtig gut singen kann 😍,compliment
toll gemacht 💕,compliment
"oha , das ist echt wunderschön 3",positive feedback
Mega hübsch ♡,compliment
ssssssssuuuuupppppppppeeeeeeeeeerrrrrrr,positive feedback
Super geil !!!,positive feedback
ich libe euch :-),affection declaration
sooooooooooooooo geil,positive feedback
Sau geil !,positive feedback
mein herz spielt auch verrückt ;),affection declaration
Gut das ihr das übersetzt habt,compliment
aber ihr habt schlimme stimmen,not
Weiter so Heiko und Roman,encouragement
3.,positive feedback
Alpha Kevin,not
ich auch,agreement
"Ihr seid voll abgefuckt geile Typen , spaß :DD Neiiin ,",not
ihr seid voll toll eeeh ♥,affection declaration
Eine Abbonentin mehr :) :'* * *,positive feedback
also cih fand die buchvorstellung lustig unterhaltsam :D,positive feedback
solltest du öffter machen :) ;*,encouragement
+ Dani G,not
Das Lied ist richtig cool ;),positive feedback
Ich find's 1000 mal besser als das Original 😂 😂 😍 ❤,positive feedback
geilllll,positive feedback
aber musikvideo net so gut,not
♡,positive feedback
[ ],not
Teiles lied 😃,positive feedback
oh jeher,not
sooo cool 😎 😎 😎,positive feedback
Ich liebe dich ♡ ♥ ♥,affection declaration
Wann macht ihr wieder mal Lochi vs. Lochi ?,implicit
IST SO,agreement
IHR SEID DIE BESTEN 3,affection declaration
ERST LIKEN ❤ DANN KOMMENTIEREN ❤ DANN AUF INSTAGRAM TEILEN ❤ DANN VIDEO ANSCHAUEN,positive feedback
WEIL,not
ICH WEISS WIE GEIL IHR SEID 😭 ❤,affection declaration
Ihr seid echt die besten Youtuber die es gibt ever,affection declaration
GEIL :-P ;-) B-) :-),positive feedback
Ich fand deine Buchvorstellung sehr gut,positive feedback
und,not
würde mich sehr freuen wenn mehr Buchvorstellungen von dir kämen,encouragement
. Achso und wirklich gerne würde ich einpaar Kinder fotos von dir sehen . :D 34,not
DER HAMMER,positive feedback
macht mal mal wieder videos,encouragement
auf der welt spricht sich rum das ihr aufhört und nur noch von anderen videos genomen zeigt der welt das ihr wieder da seid,not
macht selber musik und lochi vs lochi oder anderes,encouragement
wir glauben an euch,encouragement
eure fans,group membership
macht videos,encouragement
den Dener ist dabei auch das zumachen wie ihr,not
Einfach zum weck hauen,positive feedback
bin sprach Loss,positive feedback
müsst ihr unbedingt als Video day Auftreten lassen,encouragement
Respekt !!! :D,compliment
Magdalena girly ich brauche 1 - 2 Stunden 😇,not
💗,positive feedback
like 100pro beste parodie,positive feedback
Perfekt !,positive feedback
+ Oliver Jäger,not
ich liebe sie auch,affection declaration
geile parodie 3,positive feedback
Eure wideos sind alle geil :-),positive feedback
Nice nice,positive feedback
ihr seid die geilsten,affection declaration
Like ;),positive feedback
ja cool :D,positive feedback
Geil Geil Geil Geil,positive feedback
nice,positive feedback
👍,positive feedback
Finde das Video klasse,positive feedback
